Provider,HotelCode,RoomCategory,RoomType,MealType,Cost
lotsofhotels_direct,1091d2,Deluxe,DB,BC,2910.46
smyrooms,109204,Apartment,DB,BC,1964.61
smyrooms,109204,Apartment,DB,BC,896.83
smyrooms,109204,Apartment,DB,BC,2079.81
smyrooms,109204,Apartment,DB,BC,2611.71
smyrooms,109204,Apartment,DB,BC,1434.12
smyrooms,109204,Apartment,DB,BC,2356.19
smyrooms,109204,Apartment,DB,BC,1785.94
smyrooms,109204,Apartment,DB,BC,1054.63
smyrooms,109204,Apartment,DB,BC,2059.60
smyrooms,109204,Apartment,DB,BC,2597.07
getaroom,12128c,Deluxe,TW,RO,854.07
getaroom,12128c,Deluxe,TW,RO,730.31
getaroom,12128c,Deluxe,TW,RO,689.01
getaroom,12128c,Deluxe,TW,RO,730.31
lotsofhotels,154829,Suite,TW,FB,3281.60
lotsofhotels,154829,Suite,TW,FB,3882.55
lotsofhotels,154829,Suite,TW,FB,5284.72
getaroom,113f04,Standard,TW,RO,296.11
compass,139083,Suite,QB,HB,8755.00
compass,139083,Suite,QB,HB,7880.00
olympiaeurope,1028b1,Superior,DB,RO,753.48
olympiaeurope,1028b1,Superior,DB,RO,868.35
lotsofhotels,12128c,Deluxe,DB,BC,705.38
lotsofhotels,12128c,Deluxe,DB,BC,924.41
lotsofhotels,12128c,Deluxe,DB,BC,1012.66
lotsofhotels,12128c,Deluxe,DB,BC,1115.21
lotsofhotels,12128c,Deluxe,DB,BC,1144.29
lotsofhotels,12128c,Deluxe,DB,BC,1221.67
lotsofhotels,12128c,Deluxe,DB,BC,1253.53
jacob,12128c,Deluxe,DB,BC,1186.32
jacob,12128c,Deluxe,DB,BC,1373.89
smyrooms,109204,Suite,DB,RO,799.52
smyrooms,109204,Suite,DB,RO,1599.05
lotsofhotels,109293,Deluxe,DB,HB,1022.74
lotsofhotels,109293,Deluxe,DB,HB,1148.18
lotsofhotels,110f7b,Suite,DB,RO,1410.92
lotsofhotels,110f7b,Suite,DB,RO,1463.14
getaroom,110f7b,Suite,DB,RO,1093.04
getaroom,110f7b,Suite,DB,RO,1928.36
getaroom,110f7b,Suite,DB,RO,722.15
getaroom,110f7b,Suite,DB,RO,1214.15
getaroom,110f7b,Suite,DB,RO,801.06
getaroom,110f7b,Suite,DB,RO,888.78
getaroom,110f7b,Suite,DB,RO,1644.91
getaroom,110f7b,Suite,DB,RO,1718.70
getaroom,110f7b,Suite,DB,RO,1872.77
getaroom,110f7b,Suite,DB,RO,1982.38
lotsofhotels,10a1fd,Superior,DB,RO,943.83
lotsofhotels,10a1fd,Superior,DB,RO,1089.97
lotsofhotels,10a1fd,Superior,DB,RO,1169.69
lotsofhotels_direct,10a1f6,Suite,DB,RO,4651.47
jacob,109683,Standard,DB,BC,1715.84
getaroom,1091e6,Standard,DB,RO,790.91
getaroom,1091e6,Standard,DB,RO,1057.27
getaroom,1091e6,Standard,DB,RO,729.58
getaroom,1091e6,Standard,DB,RO,927.79
getaroom,1091e6,Standard,DB,RO,1218.20
getaroom,1091e6,Standard,DB,RO,1472.19
getaroom,1091e6,Standard,DB,RO,942.84
getaroom,1091e6,Standard,DB,RO,1328.81
getaroom,1091e6,Standard,DB,RO,1638.47
lotsofhotels,190a48,Deluxe,DB,RO,1025.52
lotsofhotels,190a48,Deluxe,DB,RO,1052.73
lotsofhotels,190a48,Deluxe,DB,RO,1613.20
getaroom,190a48,Deluxe,DB,RO,1048.78
getaroom,190a48,Deluxe,DB,RO,1048.78
getaroom,190a48,Deluxe,DB,RO,886.96
getaroom,190a48,Deluxe,DB,RO,1325.04
hbeds,110f99,Standard,QB,RO,11126.36
lotsofhotels,154829,Suite,TW,HB,2738.12
lotsofhotels,154829,Suite,TW,HB,3339.07
lotsofhotels,154829,Suite,TW,HB,4741.24
lotsofhotels,10920d,Superior,DB,BC,1021.99
tourico,10920d,Superior,DB,BC,1279.25
tourico,10920d,Superior,DB,BC,1431.92
jacob,10920d,Superior,DB,BC,901.34
lotsofhotels,10920d,Superior,DB,BC,1021.99
tourico,10920d,Superior,DB,BC,1279.25
tourico,10920d,Superior,DB,BC,1431.92
jacob,10920d,Superior,DB,BC,901.34
hotusa,10a0bf,Junior Suite,DB,RO,2678.69
hotusa,10a0bf,Junior Suite,DB,RO,2776.69
lotsofhotels_direct,102438,Deluxe,DB,RO,2969.03
lotsofhotels_direct,102438,Deluxe,DB,RO,3143.74
lotsofhotels_direct,102438,Deluxe,DB,RO,3239.84
lotsofhotels_direct,102438,Deluxe,DB,RO,3430.43
getaroom,102438,Deluxe,DB,RO,4250.85
getaroom,102438,Deluxe,DB,RO,4250.85
getaroom,102438,Deluxe,DB,RO,2359.87
getaroom,102438,Deluxe,DB,RO,2490.90
getaroom,102438,Deluxe,DB,RO,2574.27
getaroom,102438,Deluxe,DB,RO,2596.21
getaroom,102438,Deluxe,DB,RO,2740.05
getaroom,102438,Deluxe,DB,RO,2833.12
getaroom,102438,Deluxe,DB,RO,4767.05
getaroom,102438,Deluxe,DB,RO,3570.13
getaroom,102438,Deluxe,DB,RO,3813.65
getaroom,102438,Deluxe,DB,RO,4462.62
getaroom,102438,Deluxe,DB,RO,2711.66
getaroom,102438,Deluxe,DB,RO,2842.72
getaroom,102438,Deluxe,DB,RO,2928.88
getaroom,102438,Deluxe,DB,RO,3082.31
getaroom,102438,Deluxe,DB,RO,3213.36
getaroom,102438,Deluxe,DB,RO,3296.73
hbeds,13a1ec,Standard,QB,BC,675.54
hbeds,118d81,Suite,QB,BC,7232.78
hbeds,118d81,Suite,QB,BC,8514.55
getaroom,106022,Suite,DB,RO,1746.56
getaroom,106022,Suite,DB,RO,2269.57
getaroom,106022,Suite,DB,RO,1746.56
getaroom,106022,Suite,DB,RO,2410.55
getaroom,106022,Suite,DB,RO,2825.14
getaroom,106022,Suite,DB,RO,1746.56
getaroom,106022,Suite,DB,RO,2269.57
getaroom,106022,Suite,DB,RO,1746.56
getaroom,106022,Suite,DB,RO,2410.55
getaroom,106022,Suite,DB,RO,2825.14
hbeds,188ea1,Junior Suite,TB,HB,1179.39
lotsofhotels,12128c,Standard,DB,HB,1244.69
lotsofhotels,12128c,Standard,DB,HB,1384.81
getaroom,1091c6,Deluxe,TW,RO,740.60
getaroom,1091c6,Deluxe,TW,RO,647.95
getaroom,1091c6,Deluxe,TW,RO,850.75
getaroom,1091c6,Deluxe,TW,RO,758.23
getaroom,1091c6,Deluxe,TW,RO,934.37
getaroom,109347,Apartment,DB,RO,794.72
getaroom,109347,Apartment,DB,RO,901.66
lotsofhotels,12686e,Superior,DB,BC,976.04
lotsofhotels,12686e,Superior,DB,BC,1003.31
lotsofhotels,12686e,Superior,DB,BC,1421.35
lotsofhotels,12686e,Superior,DB,BC,1482.77
tourico,12686e,Superior,DB,BC,1638.37
compass,139083,Apartment,DB,BC,4975.00
compass,139083,Apartment,DB,BC,6025.00
compass,139083,Apartment,DB,BC,4975.00
compass,139083,Apartment,DB,BC,6025.00
compass,139083,Apartment,DB,BC,3400.00
compass,139083,Apartment,DB,BC,4100.00
compass,139083,Apartment,DB,BC,2616.00
compass,139083,Apartment,DB,BC,3099.00
compass,139083,Apartment,DB,BC,2616.00
compass,139083,Apartment,DB,BC,3099.00
dotw,1b370f,Standard,DB,RO,763.73
dotw,1b370f,Standard,DB,RO,723.30
dotw,1b370f,Standard,DB,RO,808.66
dotw,1b370f,Standard,DB,RO,763.73
tourico,19601b,Deluxe,TW,HB,1324.96
hbeds,11c06c,Standard,QB,BC,1593.41
hbeds,11c06c,Standard,QB,BC,1434.09
smyrooms,12229a,Superior,DB,BC,544.71
lotsofhotels,1091c9,Standard,DB,HB,1680.02
lotsofhotels,1091c9,Standard,DB,HB,2000.39
lotsofhotels,1091c9,Standard,DB,HB,2167.55
tourico,1091c9,Standard,DB,HB,2038.75
getaroom,105c16,Standard,DB,RO,492.01
getaroom,105c16,Standard,DB,RO,492.01
getaroom,10926a,Junior Suite,DB,RO,1059.03
lotsofhotels,120993,Standard,TW,FB,704.78
lotsofhotels,1091de,Deluxe,TW,HB,637.49
lotsofhotels,1091de,Deluxe,TW,HB,833.10
lotsofhotels,1091de,Deluxe,TW,HB,1109.65
smyrooms,10936b,Standard,DB,RO,1372.99
smyrooms,10936b,Standard,DB,RO,951.36
smyrooms,10936b,Standard,DB,RO,951.36
hbeds,12a3f9,Junior Suite,QB,BC,794.43
lotsofhotels,10f3ad,Suite,DB,BC,727.00
lotsofhotels,10f3ad,Suite,DB,BC,774.37
hbeds,10982d,Suite,TB,FB,2922.92
lotsofhotels,10f792,Suite,DB,BC,2269.58
lotsofhotels,10f792,Suite,DB,BC,2569.82
lotsofhotels,10f792,Suite,DB,BC,2986.61
lotsofhotels,10f792,Suite,DB,BC,3402.16
lotsofhotels,10f792,Suite,DB,BC,5932.37
lotsofhotels,10f792,Suite,DB,BC,6083.61
lotsofhotels,10f792,Suite,DB,BC,2269.58
lotsofhotels,10f792,Suite,DB,BC,2569.82
lotsofhotels,10f792,Suite,DB,BC,2986.61
lotsofhotels,10f792,Suite,DB,BC,3402.16
lotsofhotels,10f792,Suite,DB,BC,5932.37
lotsofhotels,10f792,Suite,DB,BC,6083.61
lotsofhotels,106022,Suite,DB,BC,2026.46
lotsofhotels,106022,Suite,DB,BC,3306.28
lotsofhotels,106022,Suite,DB,BC,2026.46
lotsofhotels,106022,Suite,DB,BC,3306.28
getaroom,11975b,Superior,TW,RO,841.27
smyrooms,13ddb0,Standard,DB,HB,708.93
hbeds,1091d1,Junior Suite,TB,RO,1228.36
getaroom,109299,Standard,TW,RO,474.47
getaroom,109299,Standard,TW,RO,614.03
getaroom,109299,Standard,TW,RO,1008.25
getaroom,109299,Standard,TW,RO,1490.10
lotsofhotels,1091f4,Suite,DB,BC,1129.45
lotsofhotels,1091f4,Suite,DB,BC,1147.49
smyrooms,1091ca,Standard,DB,BC,588.09
lotsofhotels,1091ca,Deluxe,DB,RO,695.72
lotsofhotels,1091ca,Deluxe,DB,RO,942.76
lotsofhotels,1091ca,Deluxe,DB,RO,1088.44
jacob,1091ca,Deluxe,DB,RO,629.03
getaroom,1179d3,Standard,DB,RO,726.34
getaroom,1179d3,Standard,DB,RO,1047.33
getaroom,1179d3,Standard,DB,RO,734.02
getaroom,1179d3,Standard,DB,RO,1055.00
compass,1091d5,Deluxe,DB,RO,2915.30
lotsofhotels,109d2f,Standard,DB,HB,632.56
lotsofhotels,109d2f,Standard,DB,HB,804.87
lotsofhotels,109d2f,Standard,DB,HB,815.22
lotsofhotels,109d2f,Standard,DB,HB,1128.75
lotsofhotels,109d2f,Standard,DB,HB,840.28
lotsofhotels,109d2f,Standard,DB,HB,1153.81
lotsofhotels,109d2f,Standard,DB,HB,632.56
lotsofhotels,109d2f,Standard,DB,HB,804.87
lotsofhotels,109d2f,Standard,DB,HB,815.22
lotsofhotels,109d2f,Standard,DB,HB,1128.75
lotsofhotels,109d2f,Standard,DB,HB,840.28
lotsofhotels,109d2f,Standard,DB,HB,1153.81
lotsofhotels_direct,102438,Suite,DB,BC,8641.01
lotsofhotels_direct,102438,Suite,DB,BC,9258.20
lotsofhotels_direct,102438,Suite,DB,BC,10801.21
lotsofhotels_direct,102438,Suite,DB,BC,12010.95
lotsofhotels_direct,102438,Suite,DB,BC,12632.34
lotsofhotels_direct,102438,Suite,DB,BC,14175.35
smyrooms,154829,Deluxe,DB,RO,1066.28
smyrooms,154829,Deluxe,DB,RO,1525.78
tourico,1091e5,Deluxe,DB,RO,436.24
tourico,1091e5,Deluxe,DB,RO,436.24
jacob,156790,Deluxe,DB,RO,524.69
jacob,156790,Deluxe,DB,RO,614.78
lotsofhotels,111506,Standard,DB,BC,1355.69
lotsofhotels,111506,Standard,DB,BC,1393.24
hbeds,171627,Deluxe,DB,RO,646.07
hbeds,171627,Deluxe,DB,RO,752.15
lotsofhotels,1239a8,Suite,DB,BC,1386.00
lotsofhotels,1239a8,Suite,DB,BC,1517.54
lotsofhotels_direct,109347,Suite,DB,RO,1009.39
hotusa,1091fd,Suite,DB,HB,1410.36
hbeds,10936b,Suite,TB,RO,2189.03
hbeds,10936b,Suite,TB,RO,5293.77
lotsofhotels,190a44,Suite,DB,RO,1828.39
lotsofhotels,190a44,Suite,DB,RO,2189.57
compass,109d2c,Deluxe,DB,BC,3827.25
hbeds,110f78,Deluxe,QB,RO,2320.53
hbeds,110f78,Deluxe,QB,RO,2320.53
compass,18f737,Deluxe,DB,BC,2375.00
compass,18f737,Deluxe,DB,BC,3950.00
smyrooms,170f6f,Junior Suite,DB,RO,1733.83
smyrooms,196058,Suite,DB,BC,1196.99
smyrooms,196058,Suite,DB,BC,1160.99
smyrooms,196058,Suite,DB,BC,1314.29
smyrooms,10929f,Apartment,DB,BC,1238.85
smyrooms,10929f,Apartment,DB,BC,857.58
smyrooms,10929f,Apartment,DB,BC,778.39
smyrooms,10929f,Apartment,DB,BC,1126.90
tourico,129bb2,Suite,TW,RO,1297.18
hbeds,109206,Deluxe,QB,BC,686.64
hbeds,110f78,Suite,TB,RO,3142.98
hbeds,110f78,Suite,TB,RO,3142.98
hbeds,1091c9,Standard,DB,RO,1296.68
compass,110f8b,Suite,DB,BC,1855.00
compass,11b4d5,Deluxe,DB,RO,590.00
gta,120993,Standard,DB,BC,420.50
gta,120993,Standard,DB,BC,505.00
smyrooms,110f7c,Standard,DB,BC,264.73
tourico,106022,Apartment,DB,RO,2137.10
tourico,106022,Apartment,DB,RO,2367.54
tourico,106022,Apartment,DB,RO,3289.09
tourico,106022,Apartment,DB,RO,3980.27
tourico,106022,Apartment,DB,RO,5593.07
tourico,106022,Apartment,DB,RO,2137.10
tourico,106022,Apartment,DB,RO,2367.54
tourico,106022,Apartment,DB,RO,3289.09
tourico,106022,Apartment,DB,RO,3980.27
tourico,106022,Apartment,DB,RO,5593.07
lotsofhotels,11ea7a,Apartment,DB,BC,1360.37
lotsofhotels,11ea7a,Apartment,DB,BC,1402.08
lotsofhotels,11ea7a,Apartment,DB,BC,1467.40
lotsofhotels,11ea7a,Apartment,DB,BC,1513.60
lotsofhotels,11ea7a,Apartment,DB,BC,1992.15
lotsofhotels,11ea7a,Apartment,DB,BC,2055.27
lotsofhotels,12128c,Suite,DB,RO,1312.12
lotsofhotels,12128c,Suite,DB,RO,1347.87
lotsofhotels,12128c,Suite,DB,RO,1437.38
lotsofhotels,12128c,Suite,DB,RO,1476.55
lotsofhotels,12128c,Suite,DB,RO,1865.04
getaroom,12128c,Suite,DB,RO,1321.35
getaroom,12128c,Suite,DB,RO,1112.59
getaroom,12128c,Suite,DB,RO,2119.53
getaroom,12128c,Suite,DB,RO,1805.92
getaroom,12128c,Suite,DB,RO,1701.39
getaroom,12128c,Suite,DB,RO,1805.92
getaroom,12128c,Suite,DB,RO,1465.72
getaroom,12128c,Suite,DB,RO,1736.31
getaroom,12128c,Suite,DB,RO,2006.99
getaroom,12128c,Suite,DB,RO,1465.72
getaroom,12128c,Suite,DB,RO,1736.31
getaroom,12128c,Suite,DB,RO,2006.99
lotsofhotels,11478c,Apartment,DB,BC,982.38
lotsofhotels,11478c,Apartment,DB,BC,1295.91
hbeds,110f78,Suite,TB,HB,4406.08
hbeds,110f78,Suite,TB,HB,4406.08
compass,106015,Suite,DB,BC,12206.25
compass,106015,Suite,DB,BC,15356.25
jacob,112468,Deluxe,DB,RO,921.06
jacob,112468,Deluxe,DB,RO,871.50
getaroom,112468,Deluxe,DB,RO,936.92
getaroom,112468,Deluxe,DB,RO,936.92
getaroom,112468,Deluxe,DB,RO,990.11
getaroom,112468,Deluxe,DB,RO,990.11
lotsofhotels,1129fd,Standard,DB,RO,319.94
lotsofhotels,1129fd,Standard,DB,RO,341.31
getaroom,1129fd,Standard,DB,RO,329.97
getaroom,1129fd,Standard,DB,RO,352.39
getaroom,1129fd,Standard,DB,RO,408.30
getaroom,1129fd,Standard,DB,RO,352.39
getaroom,1129fd,Standard,DB,RO,394.62
lotsofhotels,171627,Deluxe,QB,RO,1173.83
lotsofhotels,171627,Deluxe,QB,RO,1699.78
getaroom,171627,Deluxe,QB,RO,1152.89
getaroom,171627,Deluxe,QB,RO,1646.56
getaroom,171627,Deluxe,QB,RO,1520.85
getaroom,171627,Deluxe,QB,RO,1845.97
getaroom,171627,Deluxe,QB,RO,1748.49
getaroom,171627,Deluxe,QB,RO,2123.91
getaroom,171627,Deluxe,QB,RO,1520.85
getaroom,171627,Deluxe,QB,RO,1845.97
getaroom,171627,Deluxe,QB,RO,1748.49
getaroom,171627,Deluxe,QB,RO,2123.91
getaroom,171627,Deluxe,QB,RO,1380.51
getaroom,171627,Deluxe,QB,RO,1718.24
getaroom,171627,Deluxe,QB,RO,2031.86
getaroom,171627,Deluxe,QB,RO,2390.03
getaroom,171627,Deluxe,QB,RO,1845.97
getaroom,171627,Deluxe,QB,RO,2204.09
getaroom,171627,Deluxe,QB,RO,2279.46
getaroom,171627,Deluxe,QB,RO,2637.61
getaroom,171627,Deluxe,QB,RO,2123.91
getaroom,171627,Deluxe,QB,RO,2624.54
getaroom,171627,Deluxe,QB,RO,1845.97
getaroom,171627,Deluxe,QB,RO,2204.09
getaroom,171627,Deluxe,QB,RO,2279.46
getaroom,171627,Deluxe,QB,RO,2637.61
getaroom,171627,Deluxe,QB,RO,2123.91
getaroom,171627,Deluxe,QB,RO,2624.54
jacob,195fe4,Apartment,DB,BC,2527.00
hbeds,110f7e,Junior Suite,TB,BC,914.92
jacob,120993,Standard,DB,RO,457.08
getaroom,120993,Standard,DB,RO,414.15
getaroom,120993,Standard,DB,RO,414.77
getaroom,120993,Standard,DB,RO,406.38
getaroom,120993,Standard,DB,RO,406.38
getaroom,120993,Standard,DB,RO,517.74
getaroom,120993,Standard,DB,RO,414.77
getaroom,120993,Standard,DB,RO,414.77
getaroom,120993,Standard,DB,RO,592.06
getaroom,120993,Standard,DB,RO,747.11
hbeds,194430,Apartment,DB,RO,701.50
hbeds,194430,Apartment,DB,RO,924.20
hbeds,194430,Apartment,DB,RO,1146.80
lotsofhotels,10a261,Deluxe,TW,BC,1685.34
lotsofhotels,10f792,Deluxe,DB,RO,1150.82
lotsofhotels,10f792,Deluxe,DB,RO,1210.02
lotsofhotels,10f792,Deluxe,DB,RO,1240.87
lotsofhotels,10f792,Deluxe,DB,RO,1293.74
lotsofhotels,10f792,Deluxe,DB,RO,1356.88
lotsofhotels,10f792,Deluxe,DB,RO,1416.99
lotsofhotels,10f792,Deluxe,DB,RO,1617.32
lotsofhotels,10f792,Deluxe,DB,RO,1693.78
lotsofhotels,10f792,Deluxe,DB,RO,1693.78
getaroom,10f792,Deluxe,DB,RO,2421.40
getaroom,10f792,Deluxe,DB,RO,1775.40
getaroom,10f792,Deluxe,DB,RO,1542.12
getaroom,10f792,Deluxe,DB,RO,1768.51
getaroom,10f792,Deluxe,DB,RO,2018.21
getaroom,10f792,Deluxe,DB,RO,2105.77
getaroom,10f792,Deluxe,DB,RO,2244.56
getaroom,10f792,Deluxe,DB,RO,1717.42
getaroom,10f792,Deluxe,DB,RO,1692.25
getaroom,10f792,Deluxe,DB,RO,1890.85
getaroom,10f792,Deluxe,DB,RO,1144.92
getaroom,10f792,Deluxe,DB,RO,1188.77
lotsofhotels,10f792,Deluxe,DB,RO,1150.82
lotsofhotels,10f792,Deluxe,DB,RO,1210.02
lotsofhotels,10f792,Deluxe,DB,RO,1240.87
lotsofhotels,10f792,Deluxe,DB,RO,1293.74
lotsofhotels,10f792,Deluxe,DB,RO,1356.88
lotsofhotels,10f792,Deluxe,DB,RO,1416.99
lotsofhotels,10f792,Deluxe,DB,RO,1617.32
lotsofhotels,10f792,Deluxe,DB,RO,1693.78
lotsofhotels,10f792,Deluxe,DB,RO,1693.78
getaroom,10f792,Deluxe,DB,RO,2421.40
getaroom,10f792,Deluxe,DB,RO,1775.40
getaroom,10f792,Deluxe,DB,RO,1542.12
getaroom,10f792,Deluxe,DB,RO,1768.51
getaroom,10f792,Deluxe,DB,RO,2018.21
getaroom,10f792,Deluxe,DB,RO,2105.77
getaroom,10f792,Deluxe,DB,RO,2244.56
getaroom,10f792,Deluxe,DB,RO,1717.42
getaroom,10f792,Deluxe,DB,RO,1692.25
getaroom,10f792,Deluxe,DB,RO,1890.85
getaroom,10f792,Deluxe,DB,RO,1144.92
getaroom,10f792,Deluxe,DB,RO,1188.77
lotsofhotels,1091cc,Standard,DB,RO,449.52
lotsofhotels,1091cc,Standard,DB,RO,499.84
lotsofhotels,1091cc,Standard,DB,RO,507.90
getaroom,1091cc,Standard,DB,RO,410.13
getaroom,1091cc,Standard,DB,RO,598.38
getaroom,1091cc,Standard,DB,RO,16125.65
getaroom,1091cc,Standard,DB,RO,436.89
getaroom,1091cc,Standard,DB,RO,564.17
getaroom,1091cc,Standard,DB,RO,839.07
hbeds,10926a,Suite,TB,RO,1656.28
hbeds,10926a,Suite,TB,RO,2101.27
miki,1515d5,Standard,TW,BC,921.55
miki,1515d5,Standard,TW,BC,1645.00
compass,112a62,Standard,TB,BC,788.00
jacob,13b302,Standard,TW,BC,1276.97
getaroom,110f78,Deluxe,TW,RO,1435.98
getaroom,110f78,Deluxe,TW,RO,1779.84
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,1435.98
getaroom,110f78,Deluxe,TW,RO,1779.84
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
getaroom,110f78,Deluxe,TW,RO,143318.87
lotsofhotels,167455,Standard,TW,RO,2016.07
lotsofhotels,167455,Standard,TW,RO,2150.47
lotsofhotels,167455,Standard,TW,RO,2150.47
lotsofhotels,167455,Standard,TW,RO,2473.73
lotsofhotels,167455,Standard,TW,RO,2688.07
smyrooms,10936b,Suite,DB,BC,2000.37
compass,1091d5,Standard,DB,BC,3089.15
hbeds,10f63f,Standard,DB,HB,601.53
getaroom,110f8e,Deluxe,TW,RO,598.31
getaroom,110f8e,Deluxe,TW,RO,502.06
getaroom,110f8e,Deluxe,TW,RO,484.19
getaroom,110f8e,Deluxe,TW,RO,385.20
getaroom,110f8e,Deluxe,TW,RO,726.79
getaroom,110f8e,Deluxe,TW,RO,522.73
getaroom,110f8e,Deluxe,TW,RO,865.05
getaroom,110f8e,Deluxe,TW,RO,1143.18
lotsofhotels,12938d,Standard,DB,BC,528.83
lotsofhotels,1091cd,Suite,DB,RO,1179.50
getaroom,1091cd,Suite,DB,RO,889.31
getaroom,1091cd,Suite,DB,RO,1236.49
getaroom,1091cd,Suite,DB,RO,1243.02
getaroom,1091cd,Suite,DB,RO,1443.30
miki,10988d,Standard,TW,BC,1548.26
tourico,110f78,Suite,TW,BC,3496.08
tourico,110f78,Suite,TW,BC,3496.08
lotsofhotels,139693,Suite,DB,BC,999.47
lotsofhotels,139693,Suite,DB,BC,2275.88
tourico,139693,Suite,DB,BC,2089.38
tourico,139693,Suite,DB,BC,1964.39
compass,110f8b,Suite,DB,BC,2835.00
compass,110f8b,Suite,DB,BC,1330.00
compass,110f8b,Suite,DB,BC,1960.00
smyrooms,10984d,Standard,DB,BC,474.63
tourico,1091e5,Deluxe,TW,HB,913.78
tourico,1091e5,Deluxe,TW,HB,913.78
lotsofhotels,110f99,Superior,DB,BC,2184.31
hbeds,111e9d,Suite,TB,BC,898.39
hbeds,18e652,Suite,TB,RO,771.90
hbeds,1091e7,Standard,TB,HB,1108.81
jacob,195fe7,Superior,DB,BC,643.37
lotsofhotels,196045,Deluxe,DB,HB,2336.26
lotsofhotels,1091ff,Deluxe,TW,HB,805.48
lotsofhotels,1091ff,Deluxe,TW,HB,828.93
getaroom,106249,Standard,TW,RO,368.64
getaroom,106249,Standard,TW,RO,310.91
lotsofhotels,1091d5,Deluxe,DB,FB,1706.21
tourico,1091d5,Deluxe,DB,FB,1939.44
hbeds,12128c,Standard,QB,FB,1574.93
hbeds,12128c,Standard,QB,FB,1689.80
lotsofhotels,1092c3,Apartment,DB,FB,1824.46
smyrooms,129bb2,Superior,DB,BC,621.27
miki,1060ca,Standard,DB,BC,1265.60
miki,1060ca,Standard,DB,BC,2425.71
miki,1060ca,Standard,DB,BC,1265.60
hbeds,109d08,Standard,DB,BC,448.26
olympiaeurope,154829,Suite,DB,BE,2461.69
smyrooms,1148b9,Suite,DB,RO,912.62
smyrooms,1148b9,Suite,DB,RO,712.58
smyrooms,1148b9,Suite,DB,RO,1596.72
smyrooms,1179d3,Suite,DB,RO,885.11
hbeds,10a261,Deluxe,QB,BC,1281.52
hbeds,10a261,Deluxe,QB,BC,1378.20
hbeds,1091cc,Deluxe,QB,RO,899.41
lotsofhotels,10a261,Standard,TW,FB,2276.39
lotsofhotels,10a261,Standard,TW,FB,2391.22
lotsofhotels,114024,Standard,DB,BC,557.33
lotsofhotels,114024,Standard,DB,BC,589.60
lotsofhotels,114024,Standard,DB,BC,599.17
hbeds,1148b9,Suite,TB,BC,857.31
hbeds,1148b9,Suite,TB,BC,1250.43
lotsofhotels,10926b,Apartment,DB,BC,716.64
lotsofhotels,10926b,Apartment,DB,BC,718.47
lotsofhotels,10926b,Apartment,DB,BC,802.08
lotsofhotels,10926b,Apartment,DB,BC,1203.07
lotsofhotels,10926b,Apartment,DB,BC,1283.98
lotsofhotels,10926b,Apartment,DB,BC,1353.51
hbeds,1127bf,Superior,QB,RO,817.04
hbeds,13b302,Standard,QB,FB,1828.82
hbeds,13b302,Standard,QB,FB,2289.37
hbeds,136f5a,Deluxe,DB,RO,500.71
smyrooms,136f5a,Deluxe,DB,RO,371.71
smyrooms,195fea,Standard,DB,BC,678.73
smyrooms,195fea,Standard,DB,BC,958.87
dotw,190bc8,Suite,DB,HB,1024.30
dotw,190bc8,Suite,DB,HB,1204.00
lotsofhotels,175e0e,Standard,TW,FB,1717.77
lotsofhotels,136f5a,Suite,DB,BC,699.87
lotsofhotels,136f5a,Suite,DB,BC,766.68
lotsofhotels,136f5a,Suite,DB,BC,769.60
hbeds,123749,Apartment,DB,RO,1525.92
hbeds,123749,Apartment,DB,RO,2148.92
smyrooms,123749,Apartment,DB,RO,1125.98
hbeds,1091de,Suite,TB,BC,1093.41
hbeds,1091de,Suite,TB,BC,1160.12
hbeds,111e45,Suite,TB,FB,1312.92
smyrooms,112370,Apartment,DB,BC,1378.37
miki,116379,Standard,DB,BC,373.86
lotsofhotels,12938d,Deluxe,TW,RO,570.46
lotsofhotels,12938d,Deluxe,TW,RO,606.06
hbeds,126d68,Deluxe,QB,BC,762.82
smyrooms,154829,Suite,DB,HB,4306.96
tourico,19601b,Superior,TW,RO,746.20
getaroom,19601b,Superior,TW,RO,784.25
getaroom,19601b,Superior,TW,RO,688.86
getaroom,19601b,Superior,TW,RO,726.99
getaroom,19601b,Superior,TW,RO,641.14
hotusa,19448b,Deluxe,DB,RO,922.04
hotusa,19448b,Deluxe,DB,RO,1209.74
smyrooms,196045,Standard,DB,RO,711.73
lotsofhotels,111506,Suite,DB,BC,1251.87
lotsofhotels,111506,Suite,DB,BC,1435.52
lotsofhotels,111506,Suite,DB,BC,1727.19
lotsofhotels,111506,Suite,DB,BC,2415.11
tourico,111506,Suite,DB,BC,2384.04
tourico,111506,Suite,DB,BC,2648.99
jacob,111506,Suite,DB,BC,1638.37
jacob,111506,Suite,DB,BC,1462.53
jacob,10b296,Deluxe,DB,BC,694.81
lotsofhotels,10a47b,Junior Suite,DB,RO,4479.48
